As of Date,Fiscal Year,Region,Borrower Country,Borrower Country Code,Project ID,Project Name,Procurement Type,Procurement Category,Procurement Method,Product line,Major Sector,WB Contract Number,Contract Description,Contract Signing Date,Supplier,Supplier Country,Supplier Country Code,Total Contract Amount (USD),Borrower Contract Reference Number,Main Loan or Credit
2019-08-07T00:00:00.000,2000,AFR,Uganda,UG,P002976,INST. CAPACITY BLDG,Implementation Activity,CONSULTANT SERVICES,Selection Based On Consultant's Qualific,IBRD/IDA,Public Admin,1119182,SUSAN HILLS - CONSULTANT SERVICES,1999-08-26T00:00:00.000,SUSAN HILLS,United States,US,-69800,ED/C/1854/6/9/1/III,
2019-08-07T00:00:00.000,2000,AFR,Uganda,UG,P002976,INST. CAPACITY BLDG,Implementation Activity,CONSULTANT SERVICES,Selection Based On Consultant's Qualific,IBRD/IDA,Social Protection,1119182,SUSAN HILLS - CONSULTANT SERVICES,1999-08-26T00:00:00.000,SUSAN HILLS,United States,US,69800,ED/C/1854/6/9/1/III,
2019-08-07T00:00:00.000,2000,EAP,Mongolia,MN,P035697,MONGOLIA COAL PROJ.,Implementation Activity,CONSULTANT SERVICES,Single Source Selection,IBRD/IDA,Energy & Extractives,1116105,COAL SECTOR STRATEGY TECHNICAL ASSISTANCE,1999-07-10T00:00:00.000,IMC,United Kingdom,GB,100000,IMC CONSULTING LIMITED,
2019-08-07T00:00:00.000,2000,ECA,Albania,AL,P008260,DURRES WS REHAB,Investment Activity,CONSULTANT SERVICES,Single Source Selection,IBRD/IDA,Water/Sanit/Waste,1115896,PROJECT PREPARATION ASSISTANCE,1999-07-12T00:00:00.000,PETER WARE,United States,US,28000,CONSULTANT SERVICES,
2019-08-07T00:00:00.000,2000,ECA,Russian Federation,RU,P008803,EGY EFF,"Equipment, Mechanical",GOODS,International Competitive Bidding,IBRD/IDA,Energy & Extractives,1115929,KALININGRAD BOILER AUTOMATION SYSTEM,1999-08-09T00:00:00.000,HONEYWELL INC.,United States,US,792037,EEP/KLN/BAS021/000,
2019-08-07T00:00:00.000,2000,LCR,Bolivia,BO,P057396,BO REGULATORY REF.  & PRIVATIZATION (TA),Equipment Information Technology,GOODS,Shopping,IBRD/IDA,Public Admin,1119078,PURCHASE OF PHOTOCOPY MACHINE,1999-07-15T00:00:00.000,SOUTH TECHNOLOGY DE BOLIVIA,Bolivia,BO,4720,001/99 //,
2019-08-07T00:00:00.000,2000,LCR,Bolivia,BO,P057396,BO REGULATORY REF.  & PRIVATIZATION (TA),Equipment Information Technology,GOODS,Shopping,IBRD/IDA,Public Admin,1119212,PURCHASE OF FAX MACHINE //,1999-07-22T00:00:00.000,ALKE & CO,Bolivia,BO,325,002/99,
2019-08-07T00:00:00.000,2000,LCR,Brazil,BR,P050762,BR-Fundescola I,Implementation Activity,CONSULTANT SERVICES,Quality And Cost-Based Selection,IBRD/IDA,Education,1119810,PRE-TESTING OF ITEMS FOR THE NATIONAL BANK OF ITEMS,1999-07-26T00:00:00.000,FUNDACAO CESGRANRIO,Brazil,BR,-2744141.63,"RFP 0129/99, CONTRACT REF: 99/06",
2019-08-07T00:00:00.000,2000,LCR,Brazil,BR,P050762,BR-Fundescola I,Implementation Activity,CONSULTANT SERVICES,Quality And Cost-Based Selection,IBRD/IDA,Public Admin,1119810,PRE-TESTING OF ITEMS FOR THE NATIONAL BANK OF ITEMS,1999-07-26T00:00:00.000,FUNDACAO CESGRANRIO,Brazil,BR,5488283.26,"RFP 0129/99, CONTRACT REF: 99/06",
2019-08-07T00:00:00.000,2000,LCR,Ecuador,EC,P007136,ECUADOR MODERNIZATION OF THE STATE TA,Implementation Activity,CONSULTANT SERVICES,Quality And Cost-Based Selection,IBRD/IDA,Public Admin,1206130,CONSULTOR INFORMATICO PARA EL SIGEF,1999-08-04T00:00:00.000,PATRICIO BELTRAN,Ecuador,EC,9240,373,
2019-08-07T00:00:00.000,2000,LCR,Ecuador,EC,P007136,ECUADOR MODERNIZATION OF THE STATE TA,Implementation Activity,CONSULTANT SERVICES,Quality And Cost-Based Selection,IBRD/IDA,Public Admin,1206133,CONSULTOR INFORMATICO PARA EL SIGEF,1999-08-04T00:00:00.000,JORGE VASQUEZ,Ecuador,EC,14100,375,
2019-08-07T00:00:00.000,2000,LCR,Ecuador,EC,P007136,ECUADOR MODERNIZATION OF THE STATE TA,Implementation Activity,CONSULTANT SERVICES,Single Source Selection,IBRD/IDA,Public Admin,1116658,APOYO CONSOLIDACION DEL SISTEMA NACIONAL,1999-07-30T00:00:00.000,CARLOS LARREA,Ecuador,EC,42919.71,370+AD,
2019-08-07T00:00:00.000,2000,LCR,Nicaragua,NI,P041790,GEF NI Atlantic Biological Corridor,Implementation Activity,CONSULTANT SERVICES,Quality And Cost-Based Selection,GEF,Agriculture,1118635,CADASTER LAW PROPOSAL (RAAN) FOR ATLANTIC COAST & BOSAWAS IN,1999-07-16T00:00:00.000,BLUEFIELDS INDIAN & CARIBBEAN UNIVERSITY (BICU),Nicaragua,NI,-123431.78,CBA-CI03-99,
2019-08-07T00:00:00.000,2000,LCR,Nicaragua,NI,P041790,GEF NI Atlantic Biological Corridor,Implementation Activity,CONSULTANT SERVICES,Quality And Cost-Based Selection,GEF,Education,1118635,CADASTER LAW PROPOSAL (RAAN) FOR ATLANTIC COAST & BOSAWAS IN,1999-07-16T00:00:00.000,BLUEFIELDS INDIAN & CARIBBEAN UNIVERSITY (BICU),Nicaragua,NI,61715.89,CBA-CI03-99,
2019-08-07T00:00:00.000,2000,LCR,Nicaragua,NI,P041790,GEF NI Atlantic Biological Corridor,Implementation Activity,CONSULTANT SERVICES,Quality And Cost-Based Selection,GEF,Public Admin,1118635,CADASTER LAW PROPOSAL (RAAN) FOR ATLANTIC COAST & BOSAWAS IN,1999-07-16T00:00:00.000,BLUEFIELDS INDIAN & CARIBBEAN UNIVERSITY (BICU),Nicaragua,NI,61715.89,CBA-CI03-99,
2019-08-07T00:00:00.000,2000,LCR,Nicaragua,NI,P041790,GEF NI Atlantic Biological Corridor,Implementation Activity,CONSULTANT SERVICES,Quality And Cost-Based Selection,GEF,Social Protection,1118635,CADASTER LAW PROPOSAL (RAAN) FOR ATLANTIC COAST & BOSAWAS IN,1999-07-16T00:00:00.000,BLUEFIELDS INDIAN & CARIBBEAN UNIVERSITY (BICU),Nicaragua,NI,61715.89,CBA-CI03-99,
2019-08-07T00:00:00.000,2000,LCR,Nicaragua,NI,P007783,NI- Basic Education Project,"Equipment, Educational",GOODS,International Competitive Bidding,IBRD/IDA,Education,1122644,"UNIFORMES ESCOLARES (150,000 FALDAS/PANTALONES, 150,000 CALC",2000-03-10T00:00:00.000,"DISTRIBUIDORA DISNA, S.A.",Guatemala,GT,-1047750,MIT/SE/02/01 DISTRIBUIDORA DISNA,
2019-08-07T00:00:00.000,2000,LCR,Nicaragua,NI,P007783,NI- Basic Education Project,"Equipment, Educational",GOODS,International Competitive Bidding,IBRD/IDA,Public Admin,1122644,"UNIFORMES ESCOLARES (150,000 FALDAS/PANTALONES, 150,000 CALC",2000-03-10T00:00:00.000,"DISTRIBUIDORA DISNA, S.A.",Guatemala,GT,2095500,MIT/SE/02/01 DISTRIBUIDORA DISNA,
2019-08-07T00:00:00.000,2000,LCR,Peru,PE,P008051,PE LIMA WATER Rehabilit & Mgt. Proj.,"Works, Infrastructure",CIVIL WORKS,Shopping,IBRD/IDA,Water/Sanit/Waste,1118012,INSTALATION OF AIR EQUIPMENT IN DTOS. CARMEN -CALLAO,1999-09-15T00:00:00.000,CONCYSSA - CORP.SETA,Peru,PE,99583.22,CONCYSSA SA    137-99,
2019-08-07T00:00:00.000,2000,MNA,Algeria,DZ,P043724,DZ-RURAL EMPLOYMENT,Implementation Activity,CONSULTANT SERVICES,Quality And Cost-Based Selection,IBRD/IDA,Agriculture,1118268,"TECHNICAL STUDIES FOR 7 ""RETENUES COLLINAIRES""",1999-09-20T00:00:00.000,CONTROLE TECHNIQUE EN HYDRAULIQUE (CTH),Algeria,DZ,-490107.3,NO.02/PER/DGF/99,
2019-08-07T00:00:00.000,2000,MNA,Algeria,DZ,P043724,DZ-RURAL EMPLOYMENT,Implementation Activity,CONSULTANT SERVICES,Quality And Cost-Based Selection,IBRD/IDA,Public Admin,1118268,"TECHNICAL STUDIES FOR 7 ""RETENUES COLLINAIRES""",1999-09-20T00:00:00.000,CONTROLE TECHNIQUE EN HYDRAULIQUE (CTH),Algeria,DZ,163369.1,NO.02/PER/DGF/99,
2019-08-07T00:00:00.000,2000,MNA,Algeria,DZ,P043724,DZ-RURAL EMPLOYMENT,Implementation Activity,CONSULTANT SERVICES,Quality And Cost-Based Selection,IBRD/IDA,Social Protection,1118268,"TECHNICAL STUDIES FOR 7 ""RETENUES COLLINAIRES""",1999-09-20T00:00:00.000,CONTROLE TECHNIQUE EN HYDRAULIQUE (CTH),Algeria,DZ,163369.1,NO.02/PER/DGF/99,
2019-08-07T00:00:00.000,2000,MNA,Algeria,DZ,P043724,DZ-RURAL EMPLOYMENT,Implementation Activity,CONSULTANT SERVICES,Quality And Cost-Based Selection,IBRD/IDA,Transportation,1118268,"TECHNICAL STUDIES FOR 7 ""RETENUES COLLINAIRES""",1999-09-20T00:00:00.000,CONTROLE TECHNIQUE EN HYDRAULIQUE (CTH),Algeria,DZ,163369.1,NO.02/PER/DGF/99,
2019-08-07T00:00:00.000,2000,MNA,Algeria,DZ,P043724,DZ-RURAL EMPLOYMENT,Implementation Activity,CONSULTANT SERVICES,Quality And Cost-Based Selection,IBRD/IDA,Water/Sanit/Waste,1118268,"TECHNICAL STUDIES FOR 7 ""RETENUES COLLINAIRES""",1999-09-20T00:00:00.000,CONTROLE TECHNIQUE EN HYDRAULIQUE (CTH),Algeria,DZ,163369.1,NO.02/PER/DGF/99,
2019-08-07T00:00:00.000,2000,AFR,Madagascar,MG,P001555,PRIV SECT DEV & C.B.,Implementation Activity,CONSULTANT SERVICES,Quality And Cost-Based Selection,IBRD/IDA,Industry & Trade/Ser,1204408,PRIVATISATION DE LA SINPA (CABINET INTERNATIONAL DYNAMIC CON,2000-01-17T00:00:00.000,IDC,Madagascar,MG,88192,NO.51-31/OT/00,
2019-08-07T00:00:00.000,2000,AFR,Madagascar,MG,P001555,PRIV SECT DEV & C.B.,Implementation Activity,CONSULTANT SERVICES,Quality And Cost-Based Selection,IBRD/IDA,Public Admin,1204408,PRIVATISATION DE LA SINPA (CABINET INTERNATIONAL DYNAMIC CON,2000-01-17T00:00:00.000,IDC,Madagascar,MG,0,NO.51-31/OT/00,
2019-08-07T00:00:00.000,2000,AFR,Mozambique,MZ,P001786,MZ Edu Sec Strtgy Prgm ESSP TAL (FY99),Implementation Activity,CONSULTANT SERVICES,Single Source Selection,IBRD/IDA,Education,1205403,PROCUREMENT CONSULTANT (LATIF ZUBAIR).,2001-02-17T00:00:00.000,LATIF A. ZUBAIR,United States,US,0,ESSP-8A/99/MINED (LATIF ZUBAIR).,
2019-08-07T00:00:00.000,2000,AFR,Mozambique,MZ,P001786,MZ Edu Sec Strtgy Prgm ESSP TAL (FY99),Implementation Activity,CONSULTANT SERVICES,Single Source Selection,IBRD/IDA,Public Admin,1205403,PROCUREMENT CONSULTANT (LATIF ZUBAIR).,2001-02-17T00:00:00.000,LATIF A. ZUBAIR,United States,US,229430,ESSP-8A/99/MINED (LATIF ZUBAIR).,
2019-08-07T00:00:00.000,2000,ECA,Romania,RO,P039251,PIBL,Preinvestment Activity,CONSULTANT SERVICES,Selection Based On Consultant's Qualific,IBRD/IDA,Financial Sector,1205526,STRENGTHENING OF CONSOLIDATED SUPERVISION OF THE NATIONAL CO,2000-08-14T00:00:00.000,MARK ST. GILES,United Kingdom,GB,106000,NO. 43,
2019-08-07T00:00:00.000,2000,ECA,Romania,RO,P039251,PIBL,Preinvestment Activity,CONSULTANT SERVICES,Selection Based On Consultant's Qualific,IBRD/IDA,Public Admin,1205526,STRENGTHENING OF CONSOLIDATED SUPERVISION OF THE NATIONAL CO,2000-08-14T00:00:00.000,MARK ST. GILES,United Kingdom,GB,-53000,NO. 43,
2019-08-07T00:00:00.000,2000,SAR,Bangladesh,BD,P009545,River Bank Protection,"Works, Maintenance and Rehabilitation",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Public Admin,1115102,10/W1; PROTECTION WORK AT UPSTREAM OF SAILABARI GROYNE (SIRA,1999-10-15T00:00:00.000,M/S ISMAIL HOSSAIN,Bangladesh,BD,1093532.12,"10/W1:PROTECTION WORK,SAILABIRI(",
2019-08-07T00:00:00.000,2000,SAR,Bangladesh,BD,P009545,River Bank Protection,"Works, Maintenance and Rehabilitation",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Social Protection,1115102,10/W1; PROTECTION WORK AT UPSTREAM OF SAILABARI GROYNE (SIRA,1999-10-15T00:00:00.000,M/S ISMAIL HOSSAIN,Bangladesh,BD,546766.06,"10/W1:PROTECTION WORK,SAILABIRI(",
2019-08-07T00:00:00.000,2000,SAR,Bangladesh,BD,P009545,River Bank Protection,"Works, Maintenance and Rehabilitation",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Transportation,1115102,10/W1; PROTECTION WORK AT UPSTREAM OF SAILABARI GROYNE (SIRA,1999-10-15T00:00:00.000,M/S ISMAIL HOSSAIN,Bangladesh,BD,546766.06,"10/W1:PROTECTION WORK,SAILABIRI(",
2019-08-07T00:00:00.000,2000,SAR,Bangladesh,BD,P009545,River Bank Protection,"Works, Maintenance and Rehabilitation",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Water/Sanit/Waste,1115102,10/W1; PROTECTION WORK AT UPSTREAM OF SAILABARI GROYNE (SIRA,1999-10-15T00:00:00.000,M/S ISMAIL HOSSAIN,Bangladesh,BD,-1640298.18,"10/W1:PROTECTION WORK,SAILABIRI(",
2019-08-07T00:00:00.000,2000,SAR,Bangladesh,BD,P009545,River Bank Protection,"Works, Maintenance and Rehabilitation",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Public Admin,1115103,10/W2: PROTECTION WORK AT UPSTREAM OF SAILABARI GROYNE (SIRA,1999-10-15T00:00:00.000,M/S. HAIDER CONSTRUCTION (PVT.) LTD.,Bangladesh,BD,854221.14,"10/W2:PROTECTION WORK, SAILABARI",
2019-08-07T00:00:00.000,2000,SAR,Bangladesh,BD,P009545,River Bank Protection,"Works, Maintenance and Rehabilitation",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Social Protection,1115103,10/W2: PROTECTION WORK AT UPSTREAM OF SAILABARI GROYNE (SIRA,1999-10-15T00:00:00.000,M/S. HAIDER CONSTRUCTION (PVT.) LTD.,Bangladesh,BD,427110.57,"10/W2:PROTECTION WORK, SAILABARI",
2019-08-07T00:00:00.000,2000,SAR,Bangladesh,BD,P009545,River Bank Protection,"Works, Maintenance and Rehabilitation",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Transportation,1115103,10/W2: PROTECTION WORK AT UPSTREAM OF SAILABARI GROYNE (SIRA,1999-10-15T00:00:00.000,M/S. HAIDER CONSTRUCTION (PVT.) LTD.,Bangladesh,BD,427110.57,"10/W2:PROTECTION WORK, SAILABARI",
2019-08-07T00:00:00.000,2000,SAR,Bangladesh,BD,P009545,River Bank Protection,"Works, Maintenance and Rehabilitation",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Water/Sanit/Waste,1115103,10/W2: PROTECTION WORK AT UPSTREAM OF SAILABARI GROYNE (SIRA,1999-10-15T00:00:00.000,M/S. HAIDER CONSTRUCTION (PVT.) LTD.,Bangladesh,BD,-1281331.71,"10/W2:PROTECTION WORK, SAILABARI",
2019-08-07T00:00:00.000,2000,SAR,Bangladesh,BD,P009545,River Bank Protection,"Works, Maintenance and Rehabilitation",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Public Admin,1115104,"10/W5: PROTECTION OF ""T"" HEAD & BACK PORTION OF SAILABARI GR",1999-10-15T00:00:00.000,MD. ALAMGIR JAHAN,Bangladesh,BD,1187174.84,"10/W5: PROTECTION OF ""T"" HEAD (S",
2019-08-07T00:00:00.000,2000,SAR,Bangladesh,BD,P009545,River Bank Protection,"Works, Maintenance and Rehabilitation",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Social Protection,1115104,"10/W5: PROTECTION OF ""T"" HEAD & BACK PORTION OF SAILABARI GR",1999-10-15T00:00:00.000,MD. ALAMGIR JAHAN,Bangladesh,BD,593587.42,"10/W5: PROTECTION OF ""T"" HEAD (S",
2019-08-07T00:00:00.000,2000,SAR,Bangladesh,BD,P009545,River Bank Protection,"Works, Maintenance and Rehabilitation",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Transportation,1115104,"10/W5: PROTECTION OF ""T"" HEAD & BACK PORTION OF SAILABARI GR",1999-10-15T00:00:00.000,MD. ALAMGIR JAHAN,Bangladesh,BD,593587.42,"10/W5: PROTECTION OF ""T"" HEAD (S",
2019-08-07T00:00:00.000,2000,SAR,Bangladesh,BD,P009545,River Bank Protection,"Works, Maintenance and Rehabilitation",CIVIL WORKS,National Competitive Bidding,IBRD/IDA,Water/Sanit/Waste,1115104,"10/W5: PROTECTION OF ""T"" HEAD & BACK PORTION OF SAILABARI GR",1999-10-15T00:00:00.000,MD. ALAMGIR JAHAN,Bangladesh,BD,-1780762.26,"10/W5: PROTECTION OF ""T"" HEAD (S",
2019-08-07T00:00:00.000,2000,AFR,Ethiopia,ET,P000736,ET-Energy 2 (FY98),"Equipment, Electrical",GOODS,International Competitive Bidding,IBRD/IDA,Energy & Extractives,1118611,SUPPLY & ERECTION OF TRANSMISSION LINE - LOT 9 P1,1999-08-16T00:00:00.000,ENERGOINVEST/DALEKOVOD,Bosnia and Herzegovina,BA,2115920.52,GG/B9/98,
2019-08-07T00:00:00.000,2000,AFR,Kenya,KE,P001354,KE: NARP II,Implementation Activity,CONSULTANT SERVICES,Single Source Selection,IBRD/IDA,Agriculture,1117480,IMPACT ASSESSMENT OF RESEARCH PROGRAMS,,HUNTING TECHNICAL SERVICES LTD.,United Kingdom,GB,0,KARI/1/112,
2019-08-07T00:00:00.000,2000,AFR,Kenya,KE,P001354,KE: NARP II,Implementation Activity,CONSULTANT SERVICES,Single Source Selection,IBRD/IDA,Public Admin,1117480,IMPACT ASSESSMENT OF RESEARCH PROGRAMS,,HUNTING TECHNICAL SERVICES LTD.,United Kingdom,GB,145000,KARI/1/112,
2019-08-07T00:00:00.000,2000,AFR,Madagascar,MG,P056487,MG -MINING PROJECT,Preinvestment Activity,CONSULTANT SERVICES,Quality And Cost-Based Selection,IBRD/IDA,Energy & Extractives,1118806,RECRUITMENT OF INTERNATIONAL CONSULTANT,1999-07-25T00:00:00.000,SWEDISH GEOLOGICAL AB,Sweden,SE,0,108/MEMSG/DG/UCP/PRMS,
2019-08-07T00:00:00.000,2000,AFR,Madagascar,MG,P056487,MG -MINING PROJECT,Preinvestment Activity,CONSULTANT SERVICES,Quality And Cost-Based Selection,IBRD/IDA,Public Admin,1118806,RECRUITMENT OF INTERNATIONAL CONSULTANT,1999-07-25T00:00:00.000,SWEDISH GEOLOGICAL AB,Sweden,SE,35154,108/MEMSG/DG/UCP/PRMS,
2019-08-07T00:00:00.000,2000,AFR,Mali,ML,P001750,ML-Urb Dev & Decentr (FY97),"Works, Maintenance and Rehabilitation",CIVIL WORKS,International Competitive Bidding,IBRD/IDA,Public Admin,1121609,"WORKS - IMPROVING ROADS (1, 2, 3, 413) IN BAMAKO AND EXTENSI",1999-12-23T00:00:00.000,COVEC-MALI,Mali,ML,5893314.9,T1-IVO-1322-01-01/97,
2019-08-07T00:00:00.000,2000,AFR,Mali,ML,P001750,ML-Urb Dev & Decentr (FY97),"Works, Maintenance and Rehabilitation",CIVIL WORKS,International Competitive Bidding,IBRD/IDA,Social Protection,1121609,"WORKS - IMPROVING ROADS (1, 2, 3, 413) IN BAMAKO AND EXTENSI",1999-12-23T00:00:00.000,COVEC-MALI,Mali,ML,5893314.9,T1-IVO-1322-01-01/97,
2019-08-07T00:00:00.000,2000,AFR,Mali,ML,P001750,ML-Urb Dev & Decentr (FY97),"Works, Maintenance and Rehabilitation",CIVIL WORKS,International Competitive Bidding,IBRD/IDA,Transportation,1121609,"WORKS - IMPROVING ROADS (1, 2, 3, 413) IN BAMAKO AND EXTENSI",1999-12-23T00:00:00.000,COVEC-MALI,Mali,ML,-11786629.8,T1-IVO-1322-01-01/97,
2019-08-07T00:00:00.000,2000,AFR,Mali,ML,P001750,ML-Urb Dev & Decentr (FY97),"Works, Maintenance and Rehabilitation",CIVIL WORKS,International Competitive Bidding,IBRD/IDA,Water/Sanit/Waste,1121609,"WORKS - IMPROVING ROADS (1, 2, 3, 413) IN BAMAKO AND EXTENSI",1999-12-23T00:00:00.000,COVEC-MALI,Mali,ML,5893314.9,T1-IVO-1322-01-01/97,
2019-08-07T00:00:00.000,2000,EAP,China,CN,P045788,CN-Tri-Provincial Hwy,"Equipment, Mechanical",GOODS,Shopping,IBRD/IDA,Public Admin,1116662,INSTRUMENT,1999-07-26T00:00:00.000,AMERICAN UNION DEVELOPMENT CO.,United States,US,60947,99US01M61I9015207,
2019-08-07T00:00:00.000,2000,EAP,China,CN,P045788,CN-Tri-Provincial Hwy,"Equipment, Mechanical",GOODS,Shopping,IBRD/IDA,Transportation,1116662,INSTRUMENT,1999-07-26T00:00:00.000,AMERICAN UNION DEVELOPMENT CO.,United States,US,0,99US01M61I9015207,
2019-08-07T00:00:00.000,2000,EAP,China,CN,P045788,CN-Tri-Provincial Hwy,"Equipment, Mechanical",GOODS,Shopping,IBRD/IDA,Public Admin,1118090,INSTRUMENT,1999-07-26T00:00:00.000,WORLD TENDER INDUSTRIAL LTD.,China,CN,192019,99HK01M61I9024208,
2019-08-07T00:00:00.000,2000,EAP,China,CN,P045788,CN-Tri-Provincial Hwy,"Equipment, Mechanical",GOODS,Shopping,IBRD/IDA,Transportation,1118090,INSTRUMENT,1999-07-26T00:00:00.000,WORLD TENDER INDUSTRIAL LTD.,China,CN,0,99HK01M61I9024208,
2019-08-07T00:00:00.000,2000,EAP,China,CN,P045788,CN-Tri-Provincial Hwy,"Equipment, Mechanical",GOODS,Shopping,IBRD/IDA,Public Admin,1118091,INSTRUMENT,1999-07-26T00:00:00.000,WORLD TENDER INDUSTRIAL LTD.,China,CN,244415,99HK01M61I9024209,
2019-08-07T00:00:00.000,2000,EAP,China,CN,P045788,CN-Tri-Provincial Hwy,"Equipment, Mechanical",GOODS,Shopping,IBRD/IDA,Transportation,1118091,INSTRUMENT,1999-07-26T00:00:00.000,WORLD TENDER INDUSTRIAL LTD.,China,CN,0,99HK01M61I9024209,
2019-08-07T00:00:00.000,2000,EAP,China,CN,P045788,CN-Tri-Provincial Hwy,"Equipment, Mechanical",GOODS,Shopping,IBRD/IDA,Public Admin,1118092,INSTRUMENT,1999-07-16T00:00:00.000,EARTH PRODUCTS CHINA LTD.,China,CN,141900,99HK01M61I9024210,
2019-08-07T00:00:00.000,2000,EAP,China,CN,P045788,CN-Tri-Provincial Hwy,"Equipment, Mechanical",GOODS,Shopping,IBRD/IDA,Transportation,1118092,INSTRUMENT,1999-07-16T00:00:00.000,EARTH PRODUCTS CHINA LTD.,China,CN,0,99HK01M61I9024210,
2019-08-07T00:00:00.000,2000,EAP,China,CN,P003592,REF. INST'L.& PREINV,Implementation Activity,CONSULTANT SERVICES,Single Source Selection,IBRD/IDA,Industry & Trade/Ser,1118744,PREPARATION OF HEBEI URBAN ENVIRONMENTAL PROJECT (B24/2-B),1999-07-23T00:00:00.000,MOTT MACDONALD INTERNATIONAL,United Kingdom,GB,0,PREPARATION OF HEBEI URBAN ENVIR,
2019-08-07T00:00:00.000,2000,EAP,China,CN,P003592,REF. INST'L.& PREINV,Implementation Activity,CONSULTANT SERVICES,Single Source Selection,IBRD/IDA,Public Admin,1118744,PREPARATION OF HEBEI URBAN ENVIRONMENTAL PROJECT (B24/2-B),1999-07-23T00:00:00.000,MOTT MACDONALD INTERNATIONAL,United Kingdom,GB,31481.7,PREPARATION OF HEBEI URBAN ENVIR,
2019-08-07T00:00:00.000,2000,EAP,Indonesia,ID,P063732,ID-CORPORATE RESTRUCTRG,Implementation Activity,CONSULTANT SERVICES,Single Source Selection,IBRD/IDA,Industry & Trade/Ser,1121859,SUPERVISE THE CASE MANAGER ASSIGNED TO A CASE AND INFORM THE,1999-07-13T00:00:00.000,BAKHTIAR RAKHMAN,Indonesia,ID,-81820.8,10/JITF-BR/99,
2019-08-07T00:00:00.000,2000,EAP,Indonesia,ID,P063732,ID-CORPORATE RESTRUCTRG,Implementation Activity,CONSULTANT SERVICES,Single Source Selection,IBRD/IDA,Public Admin,1121859,SUPERVISE THE CASE MANAGER ASSIGNED TO A CASE AND INFORM THE,1999-07-13T00:00:00.000,BAKHTIAR RAKHMAN,Indonesia,ID,163641.6,10/JITF-BR/99,
2019-08-07T00:00:00.000,2000,EAP,Indonesia,ID,P045337,ID-KECAMATAN DEV FUND,Implementation Activity,CONSULTANT SERVICES,Single Source Selection,IBRD/IDA,Agriculture,1118961,CONSULTING SERVICES FOR REVISION MATERIAL,1999-07-20T00:00:00.000,CARE INTERNATIONAL INDONESIA,Indonesia,ID,81949.59,414.26/KTR/PPPK/001/I,
2019-08-07T00:00:00.000,2000,EAP,Indonesia,ID,P045337,ID-KECAMATAN DEV FUND,Implementation Activity,CONSULTANT SERVICES,Single Source Selection,IBRD/IDA,Education,1118961,CONSULTING SERVICES FOR REVISION MATERIAL,1999-07-20T00:00:00.000,CARE INTERNATIONAL INDONESIA,Indonesia,ID,81949.59,414.26/KTR/PPPK/001/I,
2019-08-07T00:00:00.000,2000,EAP,Indonesia,ID,P045337,ID-KECAMATAN DEV FUND,Implementation Activity,CONSULTANT SERVICES,Single Source Selection,IBRD/IDA,Public Admin,1118961,CONSULTING SERVICES FOR REVISION MATERIAL,1999-07-20T00:00:00.000,CARE INTERNATIONAL INDONESIA,Indonesia,ID,81949.59,414.26/KTR/PPPK/001/I,
2019-08-07T00:00:00.000,2000,EAP,Indonesia,ID,P045337,ID-KECAMATAN DEV FUND,Implementation Activity,CONSULTANT SERVICES,Single Source Selection,IBRD/IDA,Transportation,1118961,CONSULTING SERVICES FOR REVISION MATERIAL,1999-07-20T00:00:00.000,CARE INTERNATIONAL INDONESIA,Indonesia,ID,-245848.77,414.26/KTR/PPPK/001/I,
2019-08-07T00:00:00.000,2000,EAP,Indonesia,ID,P045337,ID-KECAMATAN DEV FUND,Implementation Activity,CONSULTANT SERVICES,Single Source Selection,IBRD/IDA,Water/Sanit/Waste,1118961,CONSULTING SERVICES FOR REVISION MATERIAL,1999-07-20T00:00:00.000,CARE INTERNATIONAL INDONESIA,Indonesia,ID,81949.59,414.26/KTR/PPPK/001/I,
2019-08-07T00:00:00.000,2000,EAP,Indonesia,ID,P004026,ID-Railway Efficiency,Implementation Activity,CONSULTANT SERVICES,Quality And Cost-Based Selection,IBRD/IDA,Transportation,1123185,TRG.CONS.SERVICES FOR IMPL. OF LOCO MAINTENANCE SYSTEM W/EXC,,INDER GANDHI,Indonesia,ID,50411.12,05/5-A/SPP/PEP/III/2000,
2019-08-07T00:00:00.000,2000,ECA,Bosnia and Herzegovina,BA,P045483,ELEC POWER RECNST 2,"Equipment, Mechanical",GOODS,International Competitive Bidding,IBRD/IDA,Energy & Extractives,1117989,GENERATOR AND TRANSFORMERS PROTECTION,1999-09-03T00:00:00.000,ABB,Croatia,HR,105958.59,SEPRP-G05/98 WB (LOT 2),
